24,2.01,1
53,3.68,1
36,5.25,2
42,5.34,1
47,8.61,5
34,16.54,2
5,16.72,16
57,21.56,1
58,21.56,1
1,22.06,1
31,24.06,1
48,28.39,2
30,30.2,2
32,36.5,3
54,36.5,5
60,40.37,2
12,48.4,3
9,51.25,3
35,54.36,2
25,59.15,7
